id_from;id_to;travel_time
13142;39090;6.2
13142;13143;6.5
13142;13141;24.1
13143;13185;1.5
13143;13150;16.4
13143;13142;6.5
13144;13185;3.2
13144;39087;15.6
13144;39092;18.7
13145;13135;7.2
13145;13138;6.4
13145;13139;17.6
13146;39079;2.8
13146;13195;10.7
13146;13137;6.8
13147;13148;6.8
13147;13148;42.7
13147;39069;7.1
13148;13149;4.2
13148;13147;6.8
13148;13147;42.7
13149;13148;4.2
13149;13151;6.7
13149;63708;10.8
13150;13143;16.4
13151;39090;8.0
13151;39095;14.3
13151;13149;6.7
13152;13139;2.0
13152;13134;5.0
13152;13153;11.3
13153;13132;1.2
13153;13152;11.3
13153;12691;16.8
13154;13155;12.0
13154;13132;4.5
13154;65003;3.4
13155;13159;10.1
13155;13154;12.0
13155;13165;7.3
13156;13119;25.6
13156;13159;13.7
13156;13164;7.8
13156;13158;8.3
13157;13114;7.2
13157;13115;4.5
13157;13119;27.3
13158;13118;24.1
13158;13156;8.3
13158;13160;7.8
13158;13159;21.5
13159;13156;13.7
13159;13155;10.1
13159;13158;21.5
13160;13192;1.6
13160;13117;22.7
13160;13158;7.8
13161;13162;3.8
13161;13174;1.8
13161;13171;7.3
13162;13161;3.8
13163;13115;2.9
13163;12696;7.4
13163;13120;28.1
13164;13165;21.5
13164;13120;27.0
13164;12693;7.4
13164;13156;7.8
13165;13164;21.5
13165;12692;7.1
13165;13155;7.3
13165;13166;25.1
13166;12692;20.9
13166;12691;5.8
13166;13165;25.1
13167;13124;27.7
13167;13168;7.3
13167;13123;7.2
13168;13125;27.9
13168;13169;7.6
13168;13167;7.3
13169;13116;4.2
13169;13168;7.6
13169;13126;28.6
13170;13171;20.6
13171;13161;7.3
13171;13177;4.5
13171;13170;20.6
13172;13173;7.9
13173;13174;5.4
13173;13175;1.9
13173;13172;7.9
13174;13161;1.8
13174;13113;6.5
13174;13173;5.4
13175;13173;1.9
13175;39038;6.3
13175;39042;5.1
13176;13177;4.9
13177;13176;4.9
13177;13171;4.5
13177;39033;12.0
13178;39033;21.3
13178;13179;9.3
13178;13180;5.7
13179;13178;9.3
13180;58200;15.2
13180;58201;5.1
13180;13178;5.7
13181;13182;6.0
13182;13112;11.0
13182;13123;17.6
13182;13181;6.0
13183;39047;2.1
13183;13115;12.6
13183;63739;2.3
13184;13186;5.2
13184;13185;4.0
13184;39009;20.7
13185;13143;1.5
13185;13144;3.2
13185;13184;4.0
13186;13184;5.2
13186;13130;22.6
13186;63691;4.4
13186;39009;17.2
13187;13129;20.0
13187;63691;1.5
13187;13188;16.7
13188;13187;16.7
13188;63691;14.4
13188;39009;5.4
13189;13190;8.4
13190;13189;8.4
13190;39007;35.4
13190;63699;5.4
13191;63699;7.2
13191;13126;17.4
13191;13127;3.3
13192;13160;1.6
13192;13122;6.1
13192;13193;17.1
13193;13192;17.1
13193;13131;4.3
13193;65003;33.0
13194;13195;26.8
13195;39069;3.7
13195;13146;10.7
13195;13194;26.8
13196;13223;11.1
13196;13197;6.7
13196;13224;14.3
13197;13219;1.6
13197;13196;6.7
13197;13225;8.2
13198;13199;10.3
13198;13217;7.3
13198;13219;9.0
13199;13198;10.3
13199;58214;3.8
13199;13203;23.7
13200;13201;7.1
13200;13208;11.5
13200;58214;10.8
13201;13202;7.6
13201;13200;7.1
13201;13207;11.4
13201;63707;20.0
13202;13201;7.6
13202;13206;11.0
13202;39050;18.5
13202;13205;21.0
13203;13199;23.7
13204;13205;25.3
13205;13204;25.3
13205;13202;21.0
13205;63707;2.6
13206;13215;1.5
13206;13202;11.0
13206;13207;7.3
13206;39050;8.0
13207;13201;11.4
13207;13206;7.3
13207;13208;7.6
13208;39068;1.7
13208;13200;11.5
13208;13207;7.6
13208;13211;17.7
13209;13210;3.8
13210;13209;3.8
13210;13217;1.6
13210;13211;5.8
13211;13208;17.7
13211;13210;5.8
13211;13213;2.1
13212;13213;7.4
13213;13214;1.8
13213;13212;7.4
13213;13211;2.1
13214;13213;1.8
13214;39080;5.8
13214;39068;16.6
13215;39086;2.8
13215;13206;1.5
13215;39068;15.3
13216;13217;16.7
13217;13210;1.6
13217;13198;7.3
13217;13216;16.7
13218;13219;8.1
13219;13197;1.6
13219;13218;8.1
13219;13198;9.0
13220;13222;15.9
13221;13222;18.1
13222;13220;15.9
13222;13225;2.7
13222;13221;18.1
13223;13196;11.1
13223;39078;6.3
13223;13225;6.8
13224;58208;3.0
13224;13133;10.7
13224;13196;14.3
13224;39078;15.0
13225;13223;6.8
13225;13197;8.2
13225;13222;2.7
13226;12690;4.3
13226;58208;3.2
13226;13227;9.7
13227;13228;4.7
13227;39083;2.5
13227;13226;9.7
13228;13227;4.7
13229;13656;12.5
13229;65406;6.4
13229;54594;20.8
13230;13431;2.7
13231;13418;2.5
13231;13687;5.9
13231;13688;25.0
13232;60984;0.8
13233;57946;8.7
13233;3319;25.8
13233;13276;7.2
13233;13275;19.8
13234;13765;13.4
13234;13713;40.1
13234;13279;3.6
13234;60237;1.6
13235;13706;5.9
13235;13693;9.1
13235;13284;23.4
13235;13236;4.3
13236;13567;23.6
13236;13606;6.2
13236;13235;4.3
13236;13601;3.8
13237;13435;1.9
13237;13710;6.0
13237;13692;11.0
13237;13238;3.1
13238;13602;5.9
13238;13592;7.1
13238;13591;12.7
13238;13237;3.1
13239;13516;9.1
13239;13703;12.4
13239;13240;4.7
13239;13690;15.6
13240;13609;6.6
13240;13546;1.5
13240;13596;11.0
13240;13239;4.7
13241;55760;5.7
13241;55758;5.3
13241;13242;3.3
13242;13489;10.6
13242;13481;16.1
13242;13241;3.3
13243;13761;0.8
13243;13244;2.7
13244;13294;12.6
13244;13355;6.1
13244;13354;12.9
13244;13243;2.7
13245;65375;0.5
13245;13776;5.4
13245;13775;5.1
13246;13292;3.1
13246;65376;0.5
13246;13389;3.6
13247;15252;3.0
13247;15298;2.8
13247;14958;2.9
13248;13249;1.6
13249;39416;5.6
13249;13253;6.7
13250;38013;16.6
13250;297;44.9
13251;39407;13.6
13252;60384;10.3
13252;13248;6.6
13253;14466;7.1
13253;13252;2.3
13254;13255;16.0
13254;13582;3.3
13254;13575;4.9
13254;13557;4.8
13255;13548;3.2
13255;13254;16.0
13255;13556;4.9
13255;13574;5.1
13256;13553;3.7
13256;13528;1.5
13256;13257;17.5
13257;13554;5.4
13257;13270;17.4
13257;13256;17.5
13257;13625;3.5
13258;13519;7.2
13258;13487;4.5
13258;13612;15.8
13258;65223;19.0
13259;13470;14.2
13259;13260;13.1
13259;13469;17.1
13259;13471;8.3
13260;13475;25.6
13260;13259;13.1
13260;13266;13.9
13261;65224;0.7
13261;57920;16.6
13261;57914;2.7
13262;13928;8.7
13262;13912;5.4
13262;13466;11.0
13263;13898;6.6
13263;13264;18.5
13263;13912;6.2
13264;13899;8.1
13264;13901;14.0
13264;13263;18.5
13265;13895;27.6
13265;13266;16.1
13265;13901;8.4
13266;13260;13.9
13266;13470;12.8
13266;13265;16.1
13267;13471;14.0
13267;13268;15.4
13267;13470;12.9
13268;13472;14.3
13268;13267;15.4
13268;13269;10.0
13269;13479;8.0
13269;65223;17.6
13269;13268;10.0
13270;13257;17.4
13270;13522;11.3
13270;13271;69.6
13271;13272;24.4
13271;13270;69.6
13271;57945;28.5
13272;57945;2.3
13272;13271;24.4
13272;55737;4.6
13273;13274;9.4
13273;13425;9.9
13273;13432;12.1
13274;13273;9.4
13274;13275;8.4
13274;13409;13.5
13274;57945;9.1
13275;13414;8.7
13275;13410;13.1
13275;13274;8.4
13275;13233;19.8
13276;13233;7.2
13276;13372;5.8
13277;13369;5.3
13277;57946;5.5
13277;13411;7.5
13278;13408;22.0
13278;13418;5.3
13278;13365;17.8
13279;13764;7.2
13279;13280;20.9
13279;13234;3.6
13280;13730;4.1
13280;13728;1.9
13280;13281;5.3
13280;13279;20.9
13281;14490;12.0
13281;13280;5.3
13281;13282;8.5
13282;13724;4.5
13282;14493;3.9
13282;13281;8.5
13283;14495;6.0
13283;13704;2.8
13283;14493;6.8
13284;13235;23.4
13284;13704;6.2
13284;13705;3.5
13285;13748;9.0
13285;13746;1.3
13285;14490;1.0
13286;13287;12.0
13286;13302;15.5
13286;13789;8.8
13287;13286;12.0
13287;65363;1.5
13287;14955;11.5
13288;13798;1.3
13288;13291;3.5
13289;13287;1.6
13289;65363;1.9
13290;61280;5.9
13290;39405;3.1
13291;61279;0.9
13292;13293;1.0
13292;13246;3.1
13292;13389;6.9
13293;13292;1.0
13293;13357;12.1
13293;13386;4.4
13294;13357;7.1
13294;13356;4.5
13294;13317;3.8
13295;13755;5.9
13295;13780;3.2
13295;13751;7.6
13296;13769;7.0
13296;13780;1.8
13296;13743;10.5
13297;13783;1.7
13297;13769;8.5
13297;13745;11.0
13298;13783;4.0
13298;57951;1.7
13298;13300;1.3
13299;14477;2.6
13299;14485;1.1
13299;13301;3.9
13300;57951;2.0
13300;13298;1.3
13300;13772;11.9
13301;13788;3.3
13301;13299;3.9
13301;13302;3.5
13302;14477;1.7
13302;13286;15.5
13302;13301;3.5
13303;13361;5.5
13303;13356;5.6
13303;13358;7.3
13303;13350;10.0
13304;13359;7.4
13304;13305;1.1
13304;13361;17.0
13305;13349;14.4
13305;13304;1.1
13305;13306;22.6
13306;13348;5.0
13306;13305;22.6
13307;11627;17.9
13308;13414;6.9
13308;13276;17.2
13309;57946;7.9
13309;13233;6.2
13310;13378;7.1
13310;13306;7.6
13310;13311;11.1
13311;13377;13.8
13311;13848;6.5
13311;13849;5.4
13311;13310;11.1
13312;48609;2.2
13312;13822;1.9
13312;13818;2.7
13313;48695;4.3
13313;13968;2.3
13313;13314;1.2
13314;13360;0.2
13314;13313;1.2
13315;14012;6.0
13315;13352;8.7
13315;13360;13.7
13316;13318;1.0
13316;14014;9.6
13316;14003;5.0
13316;13382;3.0
13317;13358;19.2
13317;13382;1.0
13317;13294;3.8
13318;13316;1.0
13318;13380;21.0
13318;57954;4.4
13319;13381;6.6
13319;14067;2.2
13319;13400;6.9
13320;14077;7.3
13320;14439;0.5
13320;13321;13.1
13321;14440;7.5
13321;13322;4.3
13321;13320;13.1
13322;14443;26.0
13322;14444;1.1
13322;13321;4.3
13322;14058;9.4
13323;14088;23.3
13323;14085;4.0
13323;13324;4.5
13324;14102;5.6
13324;14456;7.3
13324;14455;4.4
13324;13323;4.5
13325;39402;2.2
13325;14449;0.9
13326;14303;1.6
13326;14305;1.0
13327;13329;9.4
13327;13328;2.3
13328;65530;0.2
13329;345;8.3
13329;39418;8.8
13329;13327;9.4
13330;15502;5.6
13330;15574;0.4
13330;345;8.9
13331;15501;5.8
13331;15500;2.4
13331;15547;4.6
13332;15585;1.3
13332;15588;4.0
13332;65612;14.4
13333;58033;3.4
13333;58034;3.6
13333;15588;5.3
13333;62677;17.5
13334;15599;3.0
13334;15610;2.5
13334;15447;23.0
13335;15601;1.9
13335;15599;3.4
13335;15446;17.0
13336;15508;5.6
13336;15608;5.2
13336;62741;16.7
13337;15506;18.1
13337;15416;9.7
13337;15508;4.6
13338;62933;5.1
13338;15416;10.4
13338;13339;1.9
13339;15113;1.4
13339;13338;1.9
13339;15414;11.7
13340;15442;4.7
13340;15335;9.2
13340;15179;4.8
13341;15427;3.5
13341;15335;13.4
13341;15424;15.5
13342;15427;3.5
13342;15440;23.1
13342;66579;1.8
13343;14312;2.7
13343;14306;1.4
13343;14148;6.1
13344;14327;6.6
13344;14322;1.4
13344;14173;8.1
13345;14302;1.9
13345;14301;1.4
13345;65593;2.0
13346;13347;6.5
13346;14373;7.0
13346;14302;2.2
13347;14190;5.8
13347;14193;4.9
13347;13346;6.5
13348;13349;42.7
13348;13370;5.5
13349;13305;14.4
13349;13353;16.8
13349;13350;44.7
13350;13303;10.0
13350;13351;11.1
13351;13350;11.1
13351;13354;7.2
13351;13353;30.1
13352;13358;7.2
13352;14014;0.8
13352;13315;8.7
13353;13349;16.8
13353;13364;15.6
13353;13351;30.1
13353;13370;28.6
13354;13356;21.2
13354;13351;7.2
13354;13244;12.9
13355;13357;14.2
13355;13246;10.6
13356;13303;5.6
13356;13294;4.5
13356;13354;21.2
13357;13294;7.1
13357;13293;12.1
13357;13355;14.2
13358;13352;7.2
13358;13303;7.3
13358;13362;10.5
13358;13317;19.2
13359;13362;32.1
13359;13360;7.1
13360;13315;13.7
13360;13314;0.2
13361;13303;5.5
13361;13362;7.2
13361;13304;17.0
13362;13359;32.1
13362;13358;10.5
13362;13361;7.2
13363;65711;10.6
13364;13353;15.6
13364;13408;15.2
13364;65711;35.6
13365;13366;4.5
13365;69230;1.5
13365;13278;17.8
13366;13365;4.5
13366;13367;5.7
13366;48694;1.1
13367;13366;5.7
13367;69231;1.5
13367;48693;1.0
13367;13369;5.6
13368;13369;1.0
13369;13277;5.3
13369;13368;1.0
13369;13367;5.6
13370;13307;14.3
13370;13371;6.3
13370;13353;28.6
13371;13372;20.8
13371;13309;2.1
13372;13307;5.6
13372;13371;20.8
13373;13848;1.8
13373;13375;6.5
13373;13374;16.4
13374;13310;6.5
13374;13373;16.4
13375;13373;6.5
13375;13819;2.4
13375;48607;5.8
13376;13374;4.9
13377;13820;16.0
13377;13311;13.8
13377;69336;1.4
13378;13802;8.5
13378;13310;7.1
13378;69227;1.5
13379;13380;7.3
13379;13383;6.6
13379;13382;22.2
13380;13379;7.3
13380;13318;21.0
13380;13381;15.0
13381;13319;6.6
13381;55763;0.9
13381;13380;15.0
13382;13379;22.2
13382;13317;1.0
13382;13316;3.0
13383;13379;6.6
13383;13390;1.9
13383;13385;3.5
13384;13394;2.0
13385;13383;3.5
13385;13394;5.6
13385;13392;17.0
13386;13387;7.0
13386;13293;4.4
13386;13390;5.2
13387;13386;7.0
13387;57952;10.0
13387;13389;7.0
13388;57952;3.4
13389;13387;7.0
13389;13252;31.9
13390;13383;1.9
13390;13386;5.2
13390;13391;17.4
13391;13392;5.6
13391;57952;2.1
13391;13390;17.4
13392;13393;5.4
13392;13391;5.6
13392;13385;17.0
13393;13392;5.4
13393;13395;2.3
13393;13394;15.7
13394;13384;2.0
13394;13385;5.6
13394;13393;15.7
13395;13393;2.3
13396;13397;3.7
13397;13396;3.7
13397;13400;11.9
13397;13398;15.5
13398;13399;2.2
13398;13400;5.4
13398;13397;15.5
13399;13398;2.2
13400;13398;5.4
13400;13397;11.9
13400;13319;6.9
13401;13403;12.6
13401;13402;27.4
13401;60237;33.3
13402;13404;8.2
13402;60237;3.6
13402;13401;27.4
13403;13401;12.6
13403;60984;11.8
13403;13404;22.0
13404;13402;8.2
13404;13687;6.5
13404;13403;22.0
13405;13406;8.3
13406;60984;2.5
13406;13407;5.8
13406;13405;8.3
13407;13406;5.8
13408;13364;15.2
13408;13278;22.0
13408;65711;38.2
13409;13410;13.0
13409;13274;13.5
13409;13532;10.5
13410;13411;18.6
13410;13409;13.0
13410;13275;13.1
13410;55738;8.6
13411;13277;7.5
13411;13410;18.6
13411;55739;13.2
13412;13413;2.9
13412;13422;6.6
13412;13417;2.6
13413;13412;2.9
13413;13417;3.3
13413;13419;14.7
13414;13308;6.9
13414;13275;8.7
13414;65876;19.8
13415;55738;2.0
13415;13416;1.8
13415;13416;17.6
13416;13415;1.8
13416;13415;17.6
13416;13417;10.9
13417;13416;10.9
13417;13413;3.3
13417;13412;2.6
13418;13278;5.3
13418;69232;1.1
13418;13231;2.5
13418;13419;9.8
13419;13413;14.7
13419;13420;14.1
13419;13418;9.8
13420;13421;2.8
13420;13422;7.8
13420;13419;14.1
13421;13420;2.8
13422;55739;9.8
13422;13420;7.8
13422;13412;6.6
13423;13428;1.7
13423;13425;3.3
13423;13431;14.4
13424;13425;3.0
13425;13423;3.3
13425;13273;9.9
13425;13424;3.0
13426;13427;6.5
13427;13429;2.0
13427;13428;4.0
13427;13426;6.5
13428;13431;2.9
13428;13423;1.7
13428;13427;4.0
13429;13427;2.0
13430;13431;2.3
13431;13230;2.7
13431;13428;2.9
13431;13430;2.3
13431;13423;14.4
13432;65339;4.0
13432;13273;12.1
13432;65338;6.2
13432;13586;15.7
13433;13586;9.5
13433;13530;9.2
13433;13570;2.1
13434;13435;15.0
13434;14514;3.4
13434;14502;1.7
13435;13237;1.9
13435;13434;15.0
13435;13694;5.1
13436;14516;10.7
13436;13696;1.3
13436;13695;2.6
13437;14521;11.9
13437;13700;1.9
13437;13438;7.0
13438;13699;8.7
13438;65325;3.3
13438;13437;7.0
13439;65325;0.4
13439;13701;4.7
13439;13517;6.0
13440;15885;0.7
13440;14526;14.3
13440;14531;11.4
13441;13514;6.2
13441;15851;1.8
13441;13515;8.6
13442;13502;6.1
13442;15873;6.7
13442;13443;6.1
13442;15868;6.7
13443;13473;63.4
13443;13477;17.2
13443;13444;10.1
13443;13442;6.1
13444;13474;54.6
13444;13476;17.7
13444;13445;8.5
13444;13443;10.1
13445;13446;8.6
13445;13469;12.0
13445;13468;55.9
13445;13444;8.5
13446;13445;8.6
13446;13475;17.8
13446;13478;7.1
13446;13447;5.7
13447;16115;5.4
13447;67094;1.4
13447;13446;5.7
13447;13894;29.0
13448;16115;1.8
13448;13893;13.4
13448;16116;2.2
13449;13450;4.3
13449;16116;3.3
13449;13902;28.8
13450;13449;4.3
13450;13451;4.6
13450;13908;28.5
13451;13906;9.9
13451;15902;4.6
13451;13450;4.6
13452;13467;2.1
13452;15913;1.4
13452;13926;13.4
13453;13952;2.4
13453;16069;23.3
13453;16068;3.8
13454;13455;1.8
13454;16094;3.0
13454;16093;19.7
13455;16092;2.8
13455;13454;1.8
13455;13461;12.0
13456;16096;6.4
13456;16091;7.1
13456;16088;13.4
13457;13458;2.7
13457;16096;7.6
13457;15933;1.7
13458;13457;2.7
13458;69249;3.4
13458;39216;8.1
13459;51966;1.8
13459;51961;5.9
13459;51967;15.0
13460;51956;0.3
13460;15959;1.9
13461;13959;2.6
13461;13966;2.8
13461;13455;12.0
13462;13463;3.7
13462;13948;7.8
13462;65222;26.4
13463;13462;3.7
13463;13464;4.6
13463;13940;6.3
13464;56355;5.6
13464;13957;4.6
13464;13463;4.6
13465;57918;1.2
13465;13953;8.9
13465;13955;7.7
13466;57920;8.0
13466;13933;32.9
13466;13262;11.0
13467;13452;2.1
13467;16020;16.6
13467;13933;2.0
13468;13445;55.9
13469;13476;12.8
13469;13475;12.6
13469;13445;12.0
13469;13259;17.1
13470;13259;14.2
13470;13266;12.8
13470;13267;12.9
13471;13267;14.0
13471;13476;25.1
13471;13472;10.4
13471;13259;8.3
13472;13480;6.5
13472;13268;14.3
13472;13471;10.4
13472;13477;25.2
13473;13443;63.4
13474;13444;54.6
13475;13469;12.6
13475;13260;25.6
13475;13446;17.8
13476;13477;15.0
13476;13469;12.8
13476;13471;25.1
13476;13444;17.7
13477;13476;15.0
13477;13443;17.2
13477;13472;25.2
13478;13446;7.1
13478;13478;51.7
13478;13478;51.7
13479;13480;7.2
13479;13269;8.0
13479;13482;3.6
13480;13472;6.5
13480;13494;7.7
13480;13479;7.2
13480;13487;10.7
13481;13491;5.4
13481;13242;16.1
13481;13490;20.3
13482;57932;5.7
13482;13479;3.6
13482;13484;7.2
13483;57932;3.7
13484;57932;4.9
13484;13485;3.9
13484;13482;7.2
13485;13484;3.9
13486;13529;5.3
13487;13258;4.5
13487;13493;8.8
13487;13480;10.7
13488;13489;2.3
13489;13490;5.8
13489;13242;10.6
13489;13488;2.3
13489;13496;3.7
13490;13489;5.8
13490;13492;5.6
13490;13481;20.3
13491;13481;5.4
13491;13494;5.3
13491;13492;18.8
13492;13490;5.6
13492;13493;5.6
13492;13491;18.8
13493;13492;5.6
13493;13487;8.8
13493;13494;17.3
13494;13491;5.3
13494;13480;7.7
13494;13493;17.3
13495;13503;2.9
13496;13497;2.5
13496;13501;7.1
13496;55760;5.5
13496;13489;3.7
13497;13496;2.5
13498;13501;5.0
13498;13500;6.8
13498;13499;5.2
13499;13498;5.2
13499;15868;7.7
13499;15875;7.0
13500;13498;6.8
13500;13510;4.9
13500;13505;1.0
13501;13498;5.0
13501;13496;7.1
13501;55759;5.5
13502;55757;5.5
13502;13442;6.1
13502;13503;9.8
13503;55758;5.9
13503;13495;2.9
13503;13502;9.8
13504;13510;5.7
13504;13512;13.1
13504;13515;7.8
13505;13500;1.0
13505;13506;18.4
13505;13513;29.7
13506;13507;14.0
13506;13505;18.4
13506;13509;5.4
13506;13513;6.7
13507;13506;14.0
13507;13508;6.2
13507;13516;8.0
13508;13509;17.2
13508;13511;6.3
13508;13507;6.2
13509;13510;15.7
13509;13508;17.2
13509;13512;5.2
13509;13506;5.4
13510;13504;5.7
13510;13500;4.9
13510;13509;15.7
13511;13517;5.7
13511;13508;6.3
13511;13512;20.6
13512;13504;13.1
13512;13514;7.2
13512;13509;5.2
13512;13511;20.6
13513;13506;6.7
13513;13516;10.0
13513;13505;29.7
13514;13441;6.2
13514;13512;7.2
13514;13515;10.9
13515;15848;0.5
13515;13504;7.8
13515;13514;10.9
13515;13441;8.6
13516;13239;9.1
13516;13513;10.0
13516;13507;8.0
13517;13511;5.7
13517;14531;1.0
13517;13439;6.0
13518;13547;4.9
13518;13598;7.6
13518;13624;4.9
13518;13546;23.9
13519;13613;0.7
13519;13258;7.2
13519;13520;18.7
13520;13519;18.7
13520;13522;11.3
13520;65223;11.1
13521;13623;2.0
13521;13620;1.0
13521;13522;18.1
13522;13521;18.1
13522;13270;11.3
13522;13520;11.3
13523;13524;6.0
13524;13527;3.2
13524;13523;6.0
13524;13525;19.1
13525;13526;4.9
13525;13526;23.1
13525;57934;2.0
13525;13524;19.1
13526;13527;11.6
13526;13525;4.9
13526;13525;23.1
13527;13526;11.6
13527;13524;3.2
13527;13528;6.6
13528;13527;6.6
13528;13555;1.8
13528;13256;1.5
13529;13486;5.3
13529;13612;8.5
13529;13610;8.8
13530;13531;8.3
13530;13433;9.2
13530;13537;9.2
13531;13530;8.3
13531;60242;2.0
13531;13532;13.8
13532;13531;13.8
13532;13533;12.6
13532;13409;10.5
13533;65321;0.6
13533;13532;12.6
13533;60242;17.6
13534;13538;7.3
13534;13537;6.0
13534;13535;5.4
13535;60242;5.9
13535;13534;5.4
13535;60241;5.7
13536;13570;7.7
13536;13572;5.5
13536;13537;9.6
13537;13534;6.0
13537;13536;9.6
13537;13530;9.2
13538;13534;7.3
13538;13539;7.2
13538;13540;19.9
13539;13573;12.5
13539;13538;7.2
13539;13542;20.0
13540;13541;5.6
13540;65321;4.8
13540;13538;19.9
13541;13542;4.0
13541;13540;5.6
13541;13688;7.8
13542;13541;4.0
13542;13544;1.5
13542;13539;20.0
13543;65321;10.8
13544;13542;1.5
13544;13679;6.8
13544;13689;5.6
13545;13566;6.3
13545;13569;6.6
13545;13568;23.6
13545;60537;34.3
13546;13240;1.5
13546;13597;7.4
13546;13518;23.9
13547;13550;4.5
13547;13518;4.9
13547;13548;26.2
13548;13549;3.3
13548;13255;3.2
13548;13547;26.2
13549;13552;3.1
13549;13548;3.3
13549;13550;26.2
13550;13551;5.1
13550;13547;4.5
13550;13549;26.2
13551;13554;4.7
13551;13550;5.1
13551;13552;26.1
13552;13553;3.1
13552;13549;3.1
13552;13551;26.1
13553;13256;3.7
13553;13552;3.1
13553;13554;26.1
13554;13257;5.4
13554;13551;4.7
13554;13553;26.1
13555;13556;24.5
13555;13528;1.8
13555;13560;3.0
13556;13559;4.3
13556;13255;4.9
13556;13557;23.8
13556;13555;24.5
13557;13556;23.8
13557;13254;4.8
13557;13558;4.4
13558;13559;23.7
13558;13557;4.4
13558;13563;4.5
13559;13562;4.5
13559;13556;4.3
13559;13560;24.6
13559;13558;23.7
13560;13559;24.6
13560;13561;2.9
13560;13555;3.0
13561;13562;24.7
13561;13564;3.5
13561;13560;2.9
13562;13565;5.1
13562;13559;4.5
13562;13563;23.6
13562;13561;24.7
13563;13562;23.6
13563;13558;4.5
13563;13566;5.1
13564;13561;3.5
13564;13565;24.7
13564;65340;3.6
13565;13585;5.5
13565;13562;5.1
13565;13566;23.7
13565;13564;24.7
13566;13545;6.3
13566;13583;5.3
13566;13565;23.7
13566;13563;5.1
13567;13236;23.6
13567;13579;4.6
13567;13607;4.9
13568;13570;7.5
13568;13585;0.4
13568;13545;23.6
13569;13545;6.6
13569;13573;2.2
13569;13572;10.3
13570;13433;2.1
13570;13568;7.5
13570;13536;7.7
13571;13572;6.4
13572;13536;5.5
13572;13569;10.3
13572;13571;6.4
13573;13569;2.2
13573;13539;12.5
13573;57942;31.4
13574;13255;5.1
13574;13588;4.6
13574;13575;23.6
13575;13576;14.1
13575;13574;23.6
13575;13589;4.5
13575;13254;4.9
13576;13575;14.1
13576;13578;5.1
13576;13577;4.5
13577;13576;4.5
13577;13590;4.5
13577;13589;14.2
13578;13579;18.8
13578;13576;5.1
13578;13580;3.1
13578;13592;3.1
13579;13567;4.6
13579;13581;4.6
13579;13578;18.8
13580;13581;18.9
13580;13582;3.0
13580;13578;3.1
13581;13579;4.6
13581;13583;4.3
13581;13580;18.9
13582;13583;18.9
13582;13254;3.3
13582;13580;3.0
13583;13581;4.3
13583;13566;5.3
13583;13582;18.9
13584;13587;3.5
13585;13568;0.4
13585;13565;5.5
13585;13587;8.7
13586;13433;9.5
13586;13587;9.7
13586;13432;15.7
13587;13584;3.5
13587;13586;9.7
13587;13585;8.7
13588;13574;4.6
13588;13595;4.3
13588;13589;23.6
13589;13577;14.2
13589;13588;23.6
13589;13594;4.6
13589;13575;4.5
13590;13591;2.6
13590;13577;4.5
13590;13592;9.7
13591;13590;2.6
13591;13238;12.7
13591;13593;7.1
13592;13603;5.0
13592;13590;9.7
13592;13578;3.1
13592;13238;7.1
13593;13594;15.7
13593;13596;7.6
13593;13591;7.1
13594;13595;23.6
13594;13593;15.7
13594;13597;4.7
13594;13589;4.6
13595;13588;4.3
13595;13598;4.6
13595;13594;23.6
13596;13597;9.6
13596;13593;7.6
13596;13240;11.0
13597;13598;23.6
13597;13596;9.6
13597;13546;7.4
13597;13594;4.7
13598;13595;4.6
13598;13518;7.6
13598;13597;23.6
13599;13684;3.7
13599;13666;10.0
13599;13670;8.6
13600;13684;2.6
13600;13686;11.4
13600;60237;12.7
13601;13665;3.6
13601;13666;36.5
13601;13236;3.8
13602;13605;5.3
13602;13238;5.9
13602;13603;13.9
13603;13604;4.5
13603;13592;5.0
13603;13602;13.9
13604;13607;4.6
13604;13603;4.5
13604;13605;16.9
13605;13606;5.5
13605;13602;5.3
13605;13604;16.9
13606;13236;6.2
13606;13605;5.5
13606;13607;20.0
13607;13567;4.9
13607;13604;4.6
13607;13606;20.0
13608;13618;5.0
13608;13615;4.8
13608;13616;14.4
13609;13240;6.6
13609;13621;4.6
13609;13624;22.2
13610;13614;3.9
13610;13529;8.8
13610;13615;13.3
13611;13612;6.1
13612;13529;8.5
13612;13258;15.8
13612;13611;6.1
13613;13617;2.9
13613;13519;0.7
13613;13614;24.2
13614;13616;4.3
13614;13610;3.9
13614;13615;11.8
13614;13613;24.2
13615;13608;4.8
13615;13614;11.8
13615;13610;13.3
13616;13619;4.3
13616;13614;4.3
13616;13617;24.2
13616;13608;14.4
13617;13620;2.9
13617;13613;2.9
13617;13616;24.2
13618;13621;5.1
13618;13608;5.0
13618;13619;17.0
13619;13622;4.3
13619;13616;4.3
13619;13620;24.1
13619;13618;17.0
13620;13521;1.0
13620;13617;2.9
13620;13619;24.1
13621;13609;4.6
13621;13618;5.1
13621;13622;19.7
13622;13624;4.4
13622;13619;4.3
13622;13623;24.1
13622;13621;19.7
13623;13625;2.7
13623;13521;2.0
13623;13622;24.1
13624;13518;4.9
13624;13622;4.4
13624;13625;24.1
13624;13609;22.2
13625;13623;2.7
13625;13624;24.1
13625;13257;3.5
13626;13629;7.5
13627;13639;8.7
13627;13649;18.6
13627;13641;15.8
13628;13633;14.7
