id_from;id_to;travel_length
8887;42904;203.45
8888;38898;36.95
8888;8889;201.5
8889;8892;174.51
8889;8890;268.14
8890;21856;88.38
8891;8883;35.58
8891;49469;84.24
8891;8892;71.72
8892;8893;268.27
8892;8891;71.72
8893;1331;43.24
8893;29992;252.28
8894;8895;271.0
8894;8889;114.9
8895;8894;271.0
8895;8890;115.75
8896;4185;46.47
8896;29990;105.06
8897;6668;121.34
8897;6661;140.44
8898;8498;90.6
8898;1330;254.89
8899;1332;28.18
8899;8886;47.7
8900;29990;337.98
8900;1304;191.65
8901;21856;132.54
8901;40640;179.43
8902;6661;177.48
8902;6668;178.18
8902;50408;181.27
8903;8904;83.76
8903;8930;75.48
8904;8905;84.73
8904;8903;83.76
8904;8908;183.14
8905;8906;87.22
8905;8904;84.73
8905;8909;211.41
8906;8905;87.22
8906;18564;124.08
8906;8907;109.94
8907;53929;87.42
8907;8906;109.94
8908;8904;183.14
8908;8909;87.47
8908;8928;87.75
8909;8905;211.41
8909;8910;85.18
8909;8908;87.47
8910;18564;113.09
8910;8984;136.2
8910;8909;85.18
8911;8982;115.94
8911;1795;186.28
8912;2504;87.7
8912;8983;10.98
8913;8918;164.56
8913;8914;70.59
8913;53929;11.29
8914;8915;65.88
8914;8935;55.09
8915;56513;245.37
8916;8917;5.88
8917;8907;78.3
8917;8918;10.85
8918;8919;11.25
8919;8923;62.53
8919;8920;14.15
8920;8921;6.95
8921;18562;82.12
8921;8922;6.11
8922;8916;12.26
8922;18561;248.12
8923;8915;172.23
8924;54562;87.29
8925;2505;91.63
8925;19109;165.88
8926;8927;8.3
8926;8975;88.81
8927;8928;81.98
8927;66669;189.6
8928;8929;81.55
8928;8908;87.75
8929;8903;74.75
8929;8933;83.39
8930;8932;83.1
8930;8931;14.59
8931;8913;174.66
8931;8930;14.59
8931;54562;104.54
8932;8970;3.37
8933;8934;119.11
8933;8929;83.39
8934;8979;8.91
8935;8914;55.09
8936;8937;66.22
8936;8936;90.63
8937;8936;66.22
8937;2521;292.02
8938;2347;116.18
8938;19108;193.6
8939;8978;93.25
8939;8940;191.96
8940;54571;9.53
8940;2502;229.01
8941;19108;90.83
8941;8978;5.2
8942;2351;24.09
8943;8942;20.71
8943;44954;112.82
8944;8971;248.66
8944;8934;13.33
8945;2512;291.55
8945;8946;14.89
8946;44480;257.41
8946;8945;14.89
8947;8946;87.9
8947;8951;287.29
8948;8950;258.75
8949;8947;87.84
8949;2521;88.71
8950;44481;143.76
8950;2350;129.04
8951;2511;90.1
8951;8952;281.68
8952;8953;13.56
8952;2500;142.32
8953;2518;87.4
8953;8952;13.56
8954;8962;89.53
8954;8953;172.3
8955;2352;155.08
8955;8954;171.87
8956;8966;6.53
8957;8958;120.06
8957;8959;254.72
8958;29908;67.46
8958;8960;171.55
8959;8960;90.99
8959;8957;254.72
8960;2508;151.85
8960;8958;171.55
8961;66005;374.21
8962;8961;102.76
8962;2517;186.09
8963;8954;148.79
8963;2353;47.08
8964;29918;85.65
8964;2509;242.78
8965;29917;18.23
8965;8956;44.23
8966;8957;83.07
8966;2509;87.92
8967;54574;15.33
8968;8969;2.09
8969;8931;84.52
8969;8932;12.58
8970;8933;127.51
8970;8971;13.43
8971;8972;2.03
8972;8940;86.76
8972;8973;11.11
8973;8974;3.41
8974;8968;10.33
8974;25714;249.79
8975;8976;3.87
8976;49423;17.5
8976;8977;12.69
8977;8941;4.05
8978;8944;2.18
8979;8927;85.25
8979;8975;7.0
8980;49423;192.78
8980;2346;52.92
8981;29932;46.47
8981;2354;59.17
8982;8912;6.22
8983;8984;8.39
8984;8910;136.2
8984;8985;10.71
8985;8986;10.28
8985;18559;83.55
8986;8982;13.05
8987;8988;171.7
8987;65176;51.34
8987;8993;134.86
8987;2609;88.94
8988;8987;171.7
8988;18560;34.08
8988;8994;86.69
8989;8994;86.24
8989;8990;240.52
8990;8989;240.52
8990;65177;95.86
8991;45982;192.14
8991;44487;15.36
8992;44486;13.62
8992;8991;113.53
8993;45982;95.26
8994;18563;165.6
8995;44491;24.26
8995;44487;15.7
8995;2609;108.84
8996;61457;3.26
8996;8997;283.15
8996;2340;118.63
8997;66499;88.21
8997;8996;283.15
8998;61457;41.68
8998;8999;209.86
8998;8999;30.8
8999;61457;32.39
8999;8998;30.8
8999;8998;209.86
9000;9002;170.88
9000;66499;58.43
9001;8997;60.27
9001;9002;71.38
9002;59719;446.93
9003;9004;115.48
9003;9006;73.08
9003;9013;70.83
9004;9005;115.65
9004;9003;115.48
9004;9010;71.62
9004;9007;74.11
9005;9004;115.65
9005;9008;75.32
9005;2341;217.12
9006;9007;117.08
9006;9016;105.93
9006;9003;73.08
9007;9008;114.57
9007;9006;117.08
9007;9004;74.11
9007;9009;103.29
9008;9007;114.57
9008;9005;75.32
9008;9012;103.52
9009;9007;103.29
9009;9016;117.81
9010;9011;46.88
9010;9004;71.62
9010;9013;115.45
9011;9010;46.88
9011;9014;46.76
9012;9008;103.52
9012;9009;113.22
9013;9010;115.45
9013;9003;70.83
9013;59724;257.85
9014;59724;57.6
9014;9011;47.04
9015;63418;238.86
9016;9006;105.93
9016;42323;133.7
9017;69060;84.49
9017;9020;19.26
9017;2153;466.9
9018;63349;183.65
9019;63422;53.16
9019;68969;21.84
9020;9017;19.26
9020;63418;286.68
9021;9022;60.85
9021;46492;827.36
9021;20358;1190.51
9022;9021;60.85
9023;9024;55.08
9023;9035;140.72
9023;38675;223.23
9024;9025;37.24
9024;9023;55.08
9024;9042;115.37
9024;9038;142.3
9025;9024;37.24
9025;9044;213.07
9025;9039;142.76
9026;52604;83.82
9026;9027;166.57
9026;9027;130.19
9027;38675;22.94
9027;9026;166.57
9027;9026;130.19
9028;19510;40.36
9028;19509;582.23
9028;38679;105.68
9029;52591;59.24
9029;9030;390.7
9029;38676;277.51
9030;9033;79.51
9030;9040;19.32
9030;9029;390.7
9031;9032;76.97
9031;32064;70.81
9031;32063;69.63
9032;9031;76.97
9032;9033;22.13
9032;9040;79.18
9033;9034;65.74
9033;9041;55.51
9033;9032;22.13
9034;9036;52.89
9034;9035;207.0
9034;9033;65.74
9035;9038;52.74
9035;9023;140.72
9035;9034;207.0
9036;9037;31.01
9036;9034;52.89
9036;9038;205.09
9036;9041;75.28
9037;9036;31.01
9037;9039;204.22
9037;9043;83.43
9038;9039;35.28
9038;9035;52.74
9038;9024;142.3
9038;9036;205.09
9039;9038;35.28
9039;9025;142.76
9039;9037;204.22
9040;9050;141.38
9040;32064;77.17
9040;9030;19.32
9041;9036;75.28
9041;9043;30.65
9042;9024;115.37
9043;9037;83.43
9043;65074;51.39
9044;9025;213.07
9045;52576;9.13
9045;9030;148.55
9045;9050;19.93
9046;32073;292.97
9046;65075;68.22
9046;44633;611.7
9047;9048;96.34
9047;48503;34.03
9047;9049;196.3
9048;9049;38.18
9048;9047;96.34
9048;9051;39.97
9049;9048;38.18
9049;9055;227.99
9049;9047;196.3
9050;9045;19.93
9050;9082;358.04
9050;51798;55.61
9051;48506;36.44
9051;9055;158.31
9051;9048;39.97
9052;9053;216.34
9052;52577;255.68
9052;9054;56.48
9053;52577;30.41
9053;9056;36.58
9053;9052;216.34
9054;9059;212.38
9054;32272;49.81
9054;9052;56.48
9055;9056;38.98
9055;9051;158.31
9055;9049;227.99
9056;9053;36.58
9056;9055;38.98
9056;48507;48.44
9057;24545;11.02
9057;63040;42.99
9057;24546;108.44
9058;9081;106.58
9058;63040;88.84
9059;66987;42.4
9059;9054;212.38
9059;9058;492.28
9060;48506;34.68
9060;48504;62.69
9060;48507;80.27
9061;69037;28.73
9061;7579;109.09
9061;68906;41.2
9062;9066;55.87
9062;68910;17.64
9062;68909;13.01
9063;32287;71.97
9063;9064;21.2
9064;9063;21.2
9065;69038;14.79
9065;9063;221.66
9066;68908;13.09
9066;9087;229.34
9066;7584;63.59
9067;9068;45.98
9067;9079;66.86
9067;9071;261.01
9068;9067;45.98
9068;9069;111.45
9068;9070;87.78
9069;7585;42.18
9069;9077;99.0
9069;9068;111.45
9070;9068;87.78
9071;7580;15.51
9071;69137;8.53
9071;9067;261.01
9072;41885;26.19
9072;69138;17.52
9072;9061;45.3
9073;5565;40.98
9073;52568;106.87
9074;9073;34.32
9074;5565;45.44
9075;32276;73.95
9076;32281;48.0
9076;9075;134.28
9077;32281;91.06
9077;9069;99.0
9077;9080;104.99
9078;9076;160.37
9078;32132;140.67
9079;9067;66.86
9079;9080;154.76
9080;9077;104.99
9080;9074;215.07
9081;63041;29.34
9081;9045;366.84
9081;9082;24.2
9082;51799;230.52
9082;9083;128.77
9082;9081;24.2
9083;9084;119.38
9083;9085;176.95
9083;9082;128.77
9084;9083;119.38
9084;32094;14.66
9084;32068;195.25
9084;63039;112.14
9085;9083;176.95
9085;9088;54.01
9085;51799;218.0
9086;9085;62.48
9086;9088;79.69
9087;66987;17.22
9087;9066;229.34
9087;7584;140.98
9088;9078;65.35
9088;60581;61.76
9089;9187;146.79
9089;9099;150.15
9090;9175;145.52
9090;9092;145.66
9091;9093;158.89
9092;9174;144.42
9092;9105;62.51
9093;9094;213.56
9094;9172;231.6
9094;9202;195.69
9095;9096;57.54
9095;68721;81.72
9095;9201;355.08
9096;18849;96.16
9096;9095;57.54
9096;65675;73.99
9096;9169;110.91
9097;18968;66.64
9097;18849;49.68
9097;18850;85.66
9098;24044;119.89
9099;9114;53.18
9099;9100;145.98
9099;9188;144.19
9100;40706;29.1
9101;9102;523.5
9102;9179;160.74
9102;40712;67.78
9102;9101;523.5
9103;18853;77.61
9103;9189;147.03
9104;18847;69.47
9104;9090;149.23
9105;9186;154.97
9106;9107;51.68
9106;50519;208.9
9106;3264;439.06
9107;9106;51.68
9107;38515;179.58
9107;9108;231.77
9108;9145;14.32
9108;9107;231.77
9108;9125;114.17
9109;9134;143.68
9109;40531;165.94
9110;41745;12.81
9110;63523;9.62
9111;41761;11.31
9111;41760;60.88
9111;9141;96.28
9112;38492;12.49
9113;41745;105.95
9113;3265;34.98
9114;9099;53.18
9115;65675;51.34
9116;63503;6.65
9116;9117;242.52
9117;9121;197.45
9117;9118;69.83
9117;9116;242.52
9118;9122;188.78
9118;9119;125.06
9118;9117;69.83
9119;9133;189.23
9119;9120;250.93
9119;9118;125.06
9120;51863;48.38
9120;9119;250.93
9121;9117;197.45
9121;9137;38.06
9122;9118;188.78
9122;9130;63.28
9123;9124;145.82
9123;9147;81.66
9123;9153;197.32
9124;9123;145.82
9124;9136;194.26
9124;9135;85.3
9125;49452;135.32
9125;49496;43.4
9125;9108;114.17
9126;9128;176.87
9126;9127;71.19
9126;49449;73.24
9127;9140;73.64
9127;41759;114.17
9127;41759;243.75
9127;9126;71.19
9128;9126;176.87
9128;9139;64.89
9128;9129;23.13
9129;49448;50.02
9129;9128;23.13
9129;9130;205.07
9130;9133;46.14
9131;9132;204.88
9131;49448;26.68
9131;24051;46.23
9132;9131;204.88
9132;9120;50.53
9133;9119;189.23
9133;9132;29.5
9134;9135;132.73
9134;9109;143.68
9134;9142;165.86
9134;9141;221.92
9135;9124;85.3
9135;9134;132.73
9135;9141;94.64
9135;9147;145.13
9136;9124;194.26
9136;9153;146.14
9137;9138;175.77
9137;9122;26.46
9138;9139;28.22
9138;9137;175.77
9138;63503;248.42
9139;9138;28.22
9139;9128;64.89
9139;41759;66.88
9140;9127;73.64
9140;9136;103.03
9141;9111;96.28
9141;9135;94.64
9141;9134;221.92
9141;63524;277.77
9142;3264;199.85
9142;9147;76.4
9142;9134;165.86
9143;51862;128.69
9143;51858;56.97
9143;24055;207.48
9144;9156;287.44
9144;7183;99.61
9145;9108;14.32
9145;9144;155.14
9145;49494;171.31
9146;9147;146.43
9146;49450;32.83
9146;49493;163.88
9147;9135;145.13
9147;9146;146.43
9147;9142;76.4
9147;9123;81.66
9148;49497;90.7
9148;24045;108.67
9149;9158;87.34
9149;9150;234.96
9150;63528;75.42
9151;41720;162.41
9151;51859;25.0
9152;51859;111.21
9152;9152;65.64
9153;51848;76.73
9153;9123;197.32
9153;9148;146.74
9154;9155;10.36
9154;9158;236.7
9155;49494;117.98
9155;9156;137.28
9156;9144;287.44
9156;7184;174.37
9157;7185;91.84
9157;7184;66.3
9157;9158;134.99
9158;9149;87.34
9158;9157;134.99
9158;9154;236.7
9159;9160;148.15
9159;50800;16.36
9160;9189;147.85
9160;9161;145.89
9161;9103;148.57
9161;9162;145.3
9162;9163;152.42
9162;9178;148.89
9163;9168;148.88
9163;9164;113.39
9164;18968;81.64
9164;9098;156.43
9165;47988;76.63
9165;47986;149.2
9165;65690;197.93
9165;47983;201.38
9166;53399;115.32
9166;9184;169.24
9166;51713;108.94
9167;53399;173.25
9167;41581;179.71
9167;24044;106.48
9168;9177;152.41
9168;9169;144.93
9168;9097;109.9
9169;9170;149.13
9170;68720;129.68
9170;9171;150.63
9171;9093;191.78
9171;9172;148.68
9172;9173;151.8
9173;9174;102.59
9173;9105;150.63
9174;9171;144.56
9174;9175;150.57
9175;9170;147.12
9175;9176;148.95
9176;9169;150.56
9176;9177;145.05
9177;18848;77.56
9177;9162;147.06
9178;9179;158.64
9178;7231;145.8
9179;9180;242.42
9179;9167;155.81
9180;9166;146.83
9180;65688;127.27
9181;47986;121.37
9182;9102;84.05
9182;65773;79.78
9183;48940;25.83
9184;53401;116.36
9184;9166;169.24
9184;64130;136.05
9185;41746;183.96
9185;65214;34.86
9185;65759;33.35
9186;50468;117.96
9187;9090;147.71
9187;9186;158.07
9188;9187;149.49
9188;9104;147.71
9188;9099;144.19
9189;9188;144.66
9189;9100;146.01
9190;9260;95.74
9190;3263;78.3
9190;18679;294.02
9191;19379;11.9
9191;9261;61.21
9191;9211;147.32
9192;19373;141.46
9192;65687;118.1
9192;9209;452.73
9193;18690;98.37
9193;9196;103.11
9193;19373;11.29
9194;9203;237.62
9194;40523;152.21
9195;65766;81.65
9195;65769;52.4
9195;9198;254.53
9196;19368;52.87
9196;19374;38.93
9196;9193;103.11
9197;18698;146.99
9197;19385;50.22
9197;53374;65.31
9198;65844;49.88
9198;18698;150.22
9198;9195;254.53
9198;53361;106.55
9199;65687;162.94
9199;9200;121.23
9199;9195;241.86
9200;9202;144.88
9200;9199;121.23
9200;9201;328.65
9200;65677;130.6
9201;9200;328.65
9201;9095;355.08
9201;67990;65.35
9202;9200;144.88
9202;9094;195.69
9202;9203;128.34
9203;19378;41.11
9203;9202;128.34
9203;9194;237.62
9204;9205;220.94
9205;9204;220.94
9205;9223;28.19
9205;40543;64.09
9206;9207;149.89
9206;9330;78.95
9206;9210;69.27
9207;65684;271.02
9207;9330;221.64
9208;65684;110.12
9209;9207;70.93
9209;9192;452.73
9210;9209;148.21
9210;9206;69.27
9210;19379;80.36
9211;18676;90.85
9211;19377;12.9
9212;9193;163.71
9213;47991;27.81
9213;50730;79.46
9213;50736;187.83
9214;50734;297.48
9214;50735;250.79
9214;50736;123.55
9215;9216;85.35
9215;64500;48.98
9216;9215;85.35
9216;9258;136.83
9217;9218;262.73
9217;9219;158.4
9217;9229;435.85
9218;9217;262.73
9218;64258;85.47
9219;68652;123.24
9219;18719;28.69
9220;67875;6.22
9220;63838;26.47
9221;9220;197.48
9221;64262;75.49
9222;64257;110.77
9222;41977;299.08
9222;64259;112.95
9223;9205;28.19
9223;9237;104.79
9223;18710;251.01
9224;63797;80.88
9224;40513;59.08
9224;9225;110.58
9225;9226;44.04
9225;59323;24.42
9226;8466;43.99
9227;49570;136.5
9227;59329;98.5
9227;63797;110.87
9228;8477;61.98
9228;41983;191.83
9229;41983;168.05
9229;9217;435.85
9230;9229;189.24
9230;63792;94.93
9231;9232;110.11
9231;18687;149.71
9231;64592;114.61
9232;9231;110.11
9232;9235;192.06
9232;9233;134.97
9233;38513;19.25
9233;19364;131.15
9233;9232;134.97
9234;53366;130.67
9234;9235;98.34
9235;9232;192.06
9235;49240;18.41
9235;64578;4.43
9236;49243;20.01
9236;41185;17.51
9237;64297;77.54
9237;9223;104.79
9238;9237;129.89
9238;25508;268.11
9239;18678;72.05
9239;19360;101.39
9239;64577;88.14
9240;64577;13.97
9240;9241;52.17
9241;64515;4.19
9241;9240;52.17
9242;18720;223.24
9242;9248;104.56
9243;64516;44.23
9243;64501;24.28
9244;64541;64.39
9244;9249;163.75
9245;64499;54.76
9245;19365;77.37
9246;64587;9.3
9246;9247;73.57
9247;9215;227.52
9247;9246;73.57
9247;3262;74.55
9248;19361;9.63
9248;9249;218.23
9248;9242;104.56
9249;9248;218.23
9249;9244;163.75
9249;18686;173.46
9250;25515;132.65
9251;9252;114.18
9252;9238;220.91
9252;9218;32.0
9252;18718;164.5
9253;9234;39.71
9253;19174;54.14
9254;9253;182.96
9254;9257;192.94
9255;9346;28.18
9256;53365;321.29
9256;9257;59.98
9257;3261;25.25
9258;9259;176.65
9259;9335;18.9
9259;3263;57.82
9260;19367;129.17
9260;9190;95.74
9260;18675;93.07
9261;18675;28.1
9261;65668;161.17
9261;9191;61.21
9262;68651;12.69
9262;9260;298.3
9263;3256;177.36
9263;53072;71.45
9264;3255;167.98
9264;9267;147.61
9264;9263;74.87
9265;9264;117.2
9265;61608;106.82
9266;9267;76.25
9266;9268;123.86
9266;61608;116.35
9267;9266;76.25
9267;9269;146.39
9267;9264;147.61
9268;25740;45.51
9268;9266;123.86
9268;9269;131.06
9268;3254;140.61
9269;9268;131.06
9269;9267;146.39
9269;53071;95.16
9269;40658;90.31
9270;19350;176.03
9270;64498;62.83
9270;19353;144.38
9271;9272;142.48
9271;9283;90.86
9271;9284;459.28
9272;9273;144.87
9272;9271;142.48
9272;18817;281.12
9273;9272;144.87
9273;9287;188.49
9274;9275;179.76
9275;9276;189.89
9275;9274;179.76
9275;9279;132.84
9276;9275;189.89
9276;9278;95.04
9277;9275;82.9
9277;40658;239.04
9278;9277;186.46
9278;40659;73.84
9279;9315;188.74
9279;3254;298.66
9280;18817;180.82
9280;9284;145.34
9280;9321;145.08
9281;9282;83.76
9281;46083;112.99
9281;9296;49.74
9282;9283;90.49
9282;9281;83.76
9282;18818;65.34
9282;9286;315.98
9283;9282;90.49
9283;18819;116.26
9283;68108;114.34
9283;9271;90.86
9284;9315;142.36
9284;9280;145.34
9285;68107;12.27
9286;9273;53.78
9286;9282;315.98
9287;46231;88.15
9288;9287;66.65
9288;18816;93.11
9289;3248;126.31
9289;9291;110.94
9290;9291;195.92
9290;9293;187.94
9291;9290;195.92
9291;9294;308.27
9292;9286;56.44
9292;52251;26.72
9293;9292;24.59
9293;52250;32.41
9294;68350;75.93
9294;9301;247.45
9295;18816;181.83
9295;3251;150.11
9296;9281;49.74
9296;9320;50.23
9297;46089;150.95
9297;9325;95.4
9297;9296;101.91
9298;46088;152.55
9298;9297;80.5
9298;46087;124.63
9299;46090;147.15
9300;46108;164.4
9300;46083;88.15
9300;9302;83.21
9301;68348;153.71
9301;41675;233.18
9302;52251;66.83
9302;9300;83.21
9303;41685;50.45
9304;9303;153.04
9304;3242;153.53
9305;9306;303.36
9305;9312;53.4
9305;9311;85.71
9306;9305;303.36
9306;9319;92.2
9306;46082;300.2
9306;9316;80.66
9307;9308;230.98
9307;9317;97.2
9307;9310;55.02
9308;9307;230.98
9308;9319;83.78
9308;9311;289.02
9309;53074;128.2
9309;53071;88.47
9309;9311;239.27
9309;53069;46.91
9310;41593;14.72
9310;53074;235.34
9310;9307;55.02
9311;9305;85.71
9311;9309;239.27
9311;9308;289.02
9312;9305;53.4
9312;68110;19.41
9313;61705;32.27
9313;68109;22.47
9314;68878;17.57
9314;40659;174.95
9315;9276;128.86
9315;9284;142.36
9315;9279;188.74
9316;68101;187.65
9316;9320;45.92
9316;9306;80.66
9317;9307;97.2
9317;9318;40.94
9318;9319;110.25
9318;9317;40.93
9319;9308;83.78
9319;9306;92.2
9319;9318;110.25
9320;9325;119.75
9320;9296;50.23
9320;9316;45.92
9321;9295;56.0
9321;9280;145.08
9322;46076;59.31
9322;46075;45.82
9323;46072;227.52
9323;46078;72.41
9324;46081;63.79
9324;46080;303.89
9324;46087;91.47
9325;46079;56.44
9325;9297;95.4
9326;30043;115.74
9326;19184;116.77
9327;64588;53.58
9327;9254;91.28
9328;18704;63.86
9328;18702;61.94
9328;64293;157.15
9329;68710;37.0
9329;65710;177.35
9330;65703;202.46
9330;9206;78.95
9330;51709;48.69
9331;53398;79.12
9331;41582;26.02
9332;65693;84.82
9332;64131;38.71
9332;64130;42.22
9333;45900;88.32
9333;46058;156.11
9333;45899;105.4
9334;19382;33.9
9334;53364;35.12
9334;65857;143.63
9335;9259;18.9
9335;9334;187.5
9335;53397;55.54
9336;3853;128.97
9336;3852;132.15
9336;3860;148.32
9336;3859;155.0
9337;9338;86.14
9337;9731;85.92
9337;9780;150.32
9337;9735;71.61
9338;9339;86.76
9338;9337;86.14
9338;9729;144.12
9338;9737;189.5
9339;9338;86.76
9339;9728;290.43
9339;9727;155.33
9339;9725;154.29
9340;9341;31.8
9340;4207;101.22
9340;4212;280.75
9340;4208;183.58
9341;9340;31.8
9341;9342;35.21
9341;4205;101.69
9341;4209;122.74
9342;4213;36.4
9342;4210;32.72
9342;9341;35.21
9342;4202;90.73
9343;2703;127.31
9343;80;25.83
9344;9345;70.02
9344;50416;143.02
9345;2059;171.9
9346;9327;71.15
9346;9347;165.38
9347;9348;153.0
9348;9249;147.96
9348;9250;97.99
9348;19365;138.1
9349;2570;66.29
9349;49252;381.64
9350;1152;399.75
9350;18319;242.95
9351;404;65.47
9351;62261;128.02
9352;9357;33.35
9352;59044;198.96
9352;9359;225.56
9353;47792;61.1
9353;40476;267.76
9354;9355;22.29
9354;9361;147.76
9354;9359;211.28
9355;9354;22.29
9355;47792;162.38
9355;9356;83.58
9356;9353;50.27
9357;9352;33.35
9357;9358;853.54
9357;9364;511.31
9358;9357;853.54
9359;9360;254.47
9359;9354;211.28
9359;9352;225.56
9360;9359;254.47
9361;9354;147.76
9362;19217;119.92
9362;19220;11.87
9362;9363;137.93
9363;19219;33.84
9363;9362;137.93
9363;2037;125.34
9364;395;104.1
9364;9357;511.31
9365;9366;49.94
9365;17856;54.62
9365;61417;227.3
9366;9394;82.52
9366;9397;52.57
9367;59859;49.89
9367;41595;14.71
9368;46126;108.74
9368;41594;14.83
9369;46123;9.9
9369;41592;61.28
9370;18763;41.24
9370;9368;24.64
9371;9388;61.63
9371;9384;89.18
9371;9372;168.26
9372;9381;86.71
9372;9371;168.26
9372;17444;28.75
9373;9374;61.02
9373;17448;26.59
9373;9385;110.82
9374;46245;47.41
9374;9373;61.02
9374;9375;113.11
9375;9374;113.11
9375;46238;83.5
9375;9376;99.5
9376;9385;84.9
9376;17845;88.86
9376;9377;173.97
9376;9375;99.5
9377;66201;74.29
9377;9378;151.43
9377;9376;173.97
9378;9382;73.03
9378;9377;151.43
9379;66168;65.02
9379;68523;20.11
9380;66168;13.76
9380;9381;131.88
9380;9387;145.96
9380;68503;82.59
9381;9372;86.71
9381;9380;131.88
9381;9384;163.61
9381;9385;177.25
9382;9369;119.21
9382;9383;110.29
9383;56731;126.36
9383;9396;63.14
9384;9371;89.18
9384;18758;106.85
9384;9381;163.61
9384;9387;77.16
9385;9374;95.18
9385;66174;11.36
9385;9381;177.25
9385;9376;84.9
9386;17860;43.93
9386;60592;127.75
9386;9389;90.35
9386;17847;85.6
9387;9384;77.16
9387;9380;145.96
9387;66182;127.63
9388;17447;71.52
9388;9371;61.63
9388;17838;128.87
9388;17445;131.47
9389;9386;90.35
9389;17844;132.04
9389;46243;38.25
9390;9391;162.04
9391;9390;162.04
9391;17854;28.29
9392;17853;136.43
9393;66181;28.97
9393;66174;154.48
9393;42598;115.79
9394;9366;82.52
9394;52265;103.68
9394;17843;63.65
9395;9396;99.45
9395;9397;160.02
9396;17842;63.91
9396;61563;127.22
9397;9365;33.9
9397;9395;160.02
9398;9399;195.65
9398;9405;68.72
9398;9419;71.55
9399;9398;195.65
9399;9406;73.32
9399;9404;65.44
9399;9400;225.0
9400;9401;125.54
9400;9399;225.0
9400;9404;185.31
9401;9400;125.54
9401;9403;148.38
9401;9422;66.92
9402;9443;175.36
9402;9403;68.5
9402;41653;74.29
9403;9404;71.94
9403;9423;173.73
9403;9402;68.5
9403;9401;148.38
9404;9399;65.44
9404;9403;71.94
9404;9400;185.31
9404;9405;173.46
9405;9448;75.45
9405;9423;72.85
9405;9398;68.72
9405;9404;173.46
9406;9399;73.32
9406;9419;215.98
9406;9407;68.7
9407;9418;244.52
9407;53128;87.44
9407;9406;68.7
9408;3178;69.99
9408;53130;312.29
9409;9416;202.32
9409;9410;51.02
9409;53129;124.34
9410;9411;81.24
9410;9409;51.02
9410;9447;256.4
9411;46256;68.33
9411;9410;81.24
9411;9412;245.11
9412;9447;68.63
9412;9457;89.85
9412;9413;86.7
9412;9411;245.11
9413;9412;86.7
9413;9450;260.09
9413;9414;72.5
9414;9453;81.2
9414;9451;259.7
9414;9413;72.5
9414;9415;74.94
9415;9438;52.77
9415;9414;74.94
9416;9409;202.32
9417;53127;309.54
9417;9452;24.32
9417;9447;208.58
9418;9407;244.52
9418;9419;71.6
9418;9452;52.62
9419;9406;215.98
9419;9398;71.55
9419;9418;71.6
9420;9421;106.6
9421;9420;106.6
9421;9424;30.45
9422;9401;66.92
9422;48509;225.58
9423;9424;198.67
9423;9403;173.73
9423;9443;66.24
9423;9405;72.85
9424;9423;198.67
9424;9428;38.0
9425;32302;23.51
9425;41656;84.88
9426;18295;40.23
9426;9427;26.08
9427;9421;43.83
9427;9426;26.08
9428;9439;107.88
9428;9429;33.25
9429;9449;73.55
9429;9430;34.69
9430;9442;118.61
9430;9431;69.29
9431;9441;123.94
9431;9432;68.69
9432;9440;135.0
9432;9433;57.66
9433;9451;72.5
9433;9434;78.34
9434;9435;68.18
9434;9444;211.96
9435;9444;146.02
9435;9436;68.52
9436;9445;154.44
9436;9437;70.14
9437;9415;16.16
9437;9445;228.61
9438;9446;152.35
9438;46258;22.61
9439;9428;107.88
9440;9432;135.0
9441;9431;123.94
9442;9430;118.61
9443;9427;171.06
9443;41655;77.88
9443;9423;66.24
9444;9435;146.02
9444;9445;64.55
9444;9434;211.96
9445;9436;154.44
9445;9437;228.61
9445;9444;64.55
9446;9438;152.35
9447;9412;68.63
9447;9410;256.4
9447;9417;208.58
9448;9405;75.45
9448;9449;73.17
9448;9450;253.73
9449;9448;73.17
9449;9429;73.55
9449;9451;243.82
9450;9452;69.53
9450;9451;71.26
9450;9448;253.73
9450;9413;260.09
9451;9450;71.26
9451;9433;72.5
9451;9414;259.7
9451;9449;243.82
9452;9450;69.53
9452;9418;52.62
9452;9417;24.32
9453;9414;81.2
9453;46258;75.26
9454;9455;106.44
9454;9468;28.85
9454;9465;38.9
9455;9456;35.95
9455;9454;106.44
9455;53137;102.64
9456;9455;35.95
9456;44502;111.48
9456;9475;392.81
9457;9412;89.85
9457;9453;156.38
9458;9459;68.74
9458;44501;26.41
9458;9480;70.19
9459;9460;69.22
9459;9458;68.74
9459;9481;65.06
9460;9459;69.22
9460;9478;59.72
9460;44500;34.36
9461;9462;80.49
9462;9463;105.56
9462;9461;80.49
9462;9465;67.79
9462;9480;67.96
9463;9462;105.56
9464;9465;82.27
9465;9466;117.03
9465;9464;82.27
9465;9454;38.9
9465;9462;67.79
9466;9465;117.03
9467;9468;129.18
9468;9503;37.62
9468;9454;28.85
9468;9467;129.18
9468;9469;114.53
9469;9503;77.78
9470;7605;70.03
9470;53138;6.63
9471;9472;89.29
9471;44504;244.26
9472;44505;74.54
9472;7557;89.78
9473;9474;140.53
9473;9476;71.69
9473;9494;71.27
9473;52862;208.23
9474;9473;140.53
9474;9477;70.35
9474;9493;67.73
9475;9476;165.34
9475;9456;392.81
9475;52862;89.57
9476;9477;131.81
9476;9475;165.34
