id;y;x
10305;-22.8277709;-43.2982846
10306;-22.8308425;-43.2927136
10307;-22.8271752;-43.2972157
10308;-22.8308808;-43.2930703
10309;-22.8304655;-43.2940212
10310;-22.8296955;-43.2945487
10311;-22.8284957;-43.2945508
10312;-22.8291903;-43.2958911
10313;-22.8311515;-43.2943042
10314;-22.8306454;-43.2950406
10315;-22.8338437;-43.3025253
10316;-22.8336925;-43.3000569
10317;-22.833425;-43.2977385
10318;-22.8322786;-43.2919327
10319;-22.8316329;-43.2919136
10320;-22.8327225;-43.2975874
10321;-22.8330184;-43.2997929
10322;-22.8326657;-43.2996619
10323;-22.8329816;-43.298991
10324;-22.8321416;-43.3001286
10325;-22.8314995;-43.2989987
10326;-22.8313073;-43.2990336
10327;-22.8316419;-43.2998879
10328;-22.8319535;-43.3022125
10329;-22.8309052;-43.3005947
10330;-22.8306228;-43.3001372
10331;-22.8302213;-43.29951
10332;-22.8294557;-43.3010338
10333;-22.8290465;-43.3002305
10334;-22.8301016;-43.3005382
10335;-22.829658;-43.2998705
10336;-22.8297366;-43.3008092
10337;-22.8292692;-43.3000881
10338;-22.832591;-43.2890201
10339;-22.8328498;-43.2903573
10340;-22.8331217;-43.291972
10341;-22.8336841;-43.2917735
10342;-22.8333765;-43.290032
10343;-22.8331287;-43.2886515
10344;-22.8342156;-43.2914744
10345;-22.8338911;-43.2896939
10346;-22.8336853;-43.288462
10347;-22.8333034;-43.2883895
10348;-22.834477;-43.2883913
10349;-22.8363211;-43.2880037
10350;-22.8359659;-43.286851
10351;-22.8368982;-43.2874144
10352;-22.8346006;-43.2892536
10353;-22.8353694;-43.2936041
10354;-22.8358138;-43.2911553
10355;-22.836172;-43.2934413
10356;-22.8369153;-43.2982664
10357;-22.8370247;-43.3005644
10358;-22.8378751;-43.3017316
10359;-22.8378438;-43.2998306
10360;-22.8378065;-43.2981526
10361;-22.8372325;-43.2946748
10362;-22.8370136;-43.2932977
10363;-22.8366462;-43.2909856
10364;-22.8362642;-43.2885746
10365;-22.8361957;-43.2881123
10366;-22.8367041;-43.2876353
10367;-22.8373241;-43.2881538
10368;-22.8365293;-43.2863251
10369;-22.837305;-43.2867095
10370;-22.8357484;-43.2859811
10371;-22.8335877;-43.2932682
10372;-22.8349718;-43.2984894
10373;-22.8361665;-43.2983628
10374;-22.8385852;-43.2980738
10375;-22.8364842;-43.3006063
10376;-22.8352657;-43.3007179
10377;-22.8344505;-43.3008179
10378;-22.837854;-43.3005022
10379;-22.8344715;-43.3023072
10380;-22.8345001;-43.3027106
10381;-22.8357038;-43.3021154
10382;-22.8355463;-43.300694
10383;-22.835119;-43.3022064
10384;-22.8356832;-43.3018944
10385;-22.8368743;-43.3017761
10386;-22.8385598;-43.3017098
10387;-22.8367607;-43.3005889
10388;-22.8385633;-43.3023496
10389;-22.8380222;-43.2945757
10390;-22.8395005;-43.2969374
10391;-22.8389667;-43.297071
10392;-22.83968;-43.2977897
10393;-22.8391361;-43.2979232
10394;-22.8390221;-43.297953
10395;-22.8394334;-43.2995172
10396;-22.8400139;-43.2993752
10397;-22.8398785;-43.3016416
10398;-22.8385791;-43.2997996
10399;-22.8385714;-43.3004843
10400;-22.839193;-43.2996039
10401;-22.8391338;-43.3017315
10402;-22.8404413;-43.301497
10403;-22.8399827;-43.3047238
10404;-22.8405947;-43.3021421
10405;-22.8390302;-43.3031336
10406;-22.8377486;-43.3039289
10407;-22.8375904;-43.3038774
10408;-22.8374502;-43.3030629
10409;-22.8356974;-43.3031131
10410;-22.8360692;-43.3040643
10411;-22.836315;-43.3018268
10412;-22.8391694;-43.3103196
10413;-22.8374885;-43.308548
10414;-22.8390477;-43.3092099
10415;-22.8393477;-43.3091155
10416;-22.8397679;-43.309834
10417;-22.8398872;-43.3099497
10418;-22.8396521;-43.3074678
10419;-22.8399073;-43.3060147
10420;-22.8387455;-43.3089128
10421;-22.836865;-43.3069097
10422;-22.8390285;-43.3073424
10423;-22.8392263;-43.3061984
10424;-22.8403275;-43.3076026
10425;-22.8381819;-43.3082932
10426;-22.8385107;-43.3064009
10427;-22.8376294;-43.3077299
10428;-22.8406034;-43.3043467
10429;-22.8378272;-43.3066115
10430;-22.8406088;-43.3058862
10431;-22.8374502;-43.3060053
10432;-22.8376739;-43.3060093
10433;-22.8374885;-43.3051457
10434;-22.8383449;-43.3058174
10435;-22.8378254;-43.304951
10436;-22.8407909;-43.3031302
10437;-22.8395115;-43.3039399
10438;-22.8414349;-43.3119692
10439;-22.8412112;-43.3116996
10440;-22.8402283;-43.3104967
10441;-22.8422651;-43.3107161
10442;-22.8416899;-43.3112523
10443;-22.8407366;-43.3100112
10444;-22.8426968;-43.3112182
10445;-22.8422005;-43.3116945
10446;-22.8417068;-43.3121529
10447;-22.8425065;-43.3109956
10448;-22.8478444;-43.3058015
10449;-22.8467624;-43.3115006
10450;-22.8458078;-43.3103584
10451;-22.8446619;-43.3089235
10452;-22.8433963;-43.3074269
10453;-22.8415931;-43.3052905
10454;-22.8422197;-43.3048721
10455;-22.843153;-43.3042684
10456;-22.8459843;-43.3024474
10457;-22.8473383;-43.3015784
10458;-22.8490955;-43.3004853
10459;-22.8439278;-43.3069132
10460;-22.8451724;-43.3084232
10461;-22.8463675;-43.3098114
10462;-22.8474513;-43.3111236
10463;-22.8461623;-43.307467
10464;-22.8486625;-43.3104162
10465;-22.8466455;-43.3069924
10466;-22.8478376;-43.3084019
10467;-22.8489319;-43.3097228
10468;-22.8471139;-43.3065337
10469;-22.8447484;-43.3067134
10470;-22.8483152;-43.3079217
10471;-22.8496824;-43.3098533
10472;-22.8441058;-43.3059651
10473;-22.8463205;-43.3033821
10474;-22.843491;-43.3052304
10475;-22.8452961;-43.3061777
10476;-22.8446768;-43.3053763
10477;-22.8441736;-43.3047743
10478;-22.8458465;-43.3056479
10479;-22.8452131;-43.3048533
10480;-22.8463953;-43.3051008
10481;-22.8457477;-43.304323
10482;-22.845449;-43.3039377
10483;-22.8448708;-43.3051765
10484;-22.8444502;-43.304611
10485;-22.8428703;-43.3038368
10486;-22.8408305;-43.3042679
10487;-22.842478;-43.3031566
10488;-22.844756;-43.3017064
10489;-22.8452619;-43.3013593
10490;-22.8466748;-43.3004453
10491;-22.8474249;-43.2999688
10492;-22.8476616;-43.299653
10493;-22.8419806;-43.3023271
10494;-22.8462256;-43.29961
10495;-22.846868;-43.299159
10496;-22.8472758;-43.2987217
10497;-22.8493558;-43.2982269
10498;-22.8509859;-43.2993829
10499;-22.8414062;-43.3013417
10500;-22.8413012;-43.3010485
10501;-22.8414744;-43.30101
10502;-22.8415554;-43.3010905
10503;-22.8415564;-43.3000805
10504;-22.8416877;-43.2995871
10505;-22.840746;-43.3002912
10506;-22.8403554;-43.299918
10507;-22.8401274;-43.2999598
10508;-22.8409026;-43.2998009
10509;-22.8411895;-43.2997027
10510;-22.8409722;-43.2998945
10511;-22.8413615;-43.299258
10512;-22.8406081;-43.2983543
10513;-22.8403661;-43.2979943
10514;-22.8406748;-43.2973954
10515;-22.8401143;-43.298417
10516;-22.839823;-43.2984685
10517;-22.8403322;-43.29853
10518;-22.8405052;-43.2993539
10519;-22.8409296;-43.2996493
10520;-22.8411409;-43.2996255
10521;-22.8423439;-43.3006447
10522;-22.8412909;-43.3012782
10523;-22.8405042;-43.3017615
10524;-22.8441326;-43.2975339
10525;-22.8440188;-43.2974011
10526;-22.8423225;-43.2948036
10527;-22.8432242;-43.298048
10528;-22.8423561;-43.29868
10529;-22.8417835;-43.2990839
10530;-22.8409249;-43.2944415
10531;-22.840072;-43.2950997
10532;-22.8393117;-43.2956564
10533;-22.8421309;-43.2963241
10534;-22.8429259;-43.2957465
10535;-22.8412899;-43.296938
10536;-22.8394604;-43.2941548
10537;-22.8415341;-43.2953694
10538;-22.8406703;-43.29603
10539;-22.839953;-43.2965679
10540;-22.8435341;-43.2966699
10541;-22.8427314;-43.2972559
10542;-22.8418873;-43.2979041
10543;-22.8413039;-43.2983369
10544;-22.8436831;-43.2958706
10545;-22.8397046;-43.293978
10546;-22.8415504;-43.2939787
10547;-22.8413105;-43.2929314
10548;-22.8411111;-43.2919157
10549;-22.8408325;-43.2928389
10550;-22.8396938;-43.2925484
10551;-22.838261;-43.2927364
10552;-22.8450944;-43.2973704
10553;-22.842441;-43.2998496
10554;-22.8476243;-43.297008
10555;-22.84797;-43.3031282
10556;-22.8476062;-43.3025542
10557;-22.8480887;-43.3022451
10558;-22.8483577;-43.3028803
10559;-22.8494485;-43.3021657
10560;-22.848772;-43.3034168
10561;-22.8496116;-43.3028832
10562;-22.8482263;-43.3037896
10563;-22.8471081;-43.3045171
10564;-22.8500022;-43.3015327
10565;-22.8492854;-43.3018331
10566;-22.8501005;-43.3010915
10567;-22.849372;-43.2999738
10568;-22.8495152;-43.2988411
10569;-22.8496506;-43.3008058
10570;-22.8482145;-43.2992683
10571;-22.8483647;-43.298074
10572;-22.8477145;-43.29898
10573;-22.8478041;-43.2982091
10574;-22.84808;-43.3010934
10575;-22.8536845;-43.3036355
10576;-22.8533859;-43.3015166
10577;-22.8524405;-43.3028202
10578;-22.8526926;-43.3017379
10579;-22.854035;-43.3015666
10580;-22.8547219;-43.3011813
10581;-22.8545525;-43.3005309
10582;-22.8537757;-43.3035576
10583;-22.8511219;-43.2993333
10584;-22.8530226;-43.2969963
10585;-22.8532459;-43.2973499
10586;-22.8534118;-43.298129
10587;-22.8531485;-43.2998359
10588;-22.8531422;-43.3000015
10589;-22.8545117;-43.2983261
10590;-22.8523798;-43.2952506
10591;-22.8518918;-43.2928517
10592;-22.8454862;-43.2978466
10593;-22.8457705;-43.298133
10594;-22.847455;-43.2967034
10595;-22.8473055;-43.2966819
10596;-22.8444423;-43.2987861
10597;-22.8429168;-43.3002144
10598;-22.8440349;-43.2983912
10599;-22.8473215;-43.2964172
10600;-22.8462501;-43.2958102
10601;-22.8455963;-43.2949707
10602;-22.8452719;-43.294873
10603;-22.8464602;-43.2951249
10604;-22.8405636;-43.2919394
10605;-22.8393202;-43.2913564
10606;-22.8389943;-43.2904598
10607;-22.8386603;-43.2892843
10608;-22.8392259;-43.2893517
10609;-22.8378485;-43.289192
10610;-22.8411469;-43.2889907
10611;-22.8398962;-43.2880959
10612;-22.8408034;-43.2903091
10613;-22.8424064;-43.2901749
10614;-22.8416686;-43.2904525
10615;-22.838151;-43.2853057
10616;-22.841451;-43.2890604
10617;-22.8418601;-43.2874846
10618;-22.8428985;-43.2860878
10619;-22.8443108;-43.2841722
10620;-22.8443826;-43.2840863
10621;-22.8451624;-43.2833648
10622;-22.8458335;-43.2828203
10623;-22.8462986;-43.2824563
10624;-22.8435881;-43.2833575
10625;-22.8435287;-43.2834559
10626;-22.8431771;-43.2839405
10627;-22.8421783;-43.2853271
10628;-22.8404457;-43.2877412
10629;-22.8407054;-43.2865827
10630;-22.8410599;-43.2868642
10631;-22.8428575;-43.287781
10632;-22.8437436;-43.288233
10633;-22.8410728;-43.289552
10634;-22.8425544;-43.288274
10635;-22.8446906;-43.2853847
10636;-22.8417266;-43.2859772
10637;-22.8392236;-43.2833188
10638;-22.8387983;-43.2839934
10639;-22.8412581;-43.2866126
10640;-22.8396637;-43.2826314
10641;-22.84357;-43.2868579
10642;-22.8442606;-43.2875776
10643;-22.8449314;-43.2883049
10644;-22.8475064;-43.290786
10645;-22.849105;-43.293283
10646;-22.8489176;-43.2930705
10647;-22.8434739;-43.2885763
10648;-22.8454706;-43.2861175
10649;-22.8458933;-43.2855943
10650;-22.8450714;-43.2848962
10651;-22.8451443;-43.2847944
10652;-22.8422042;-43.2822095
10653;-22.8422676;-43.2821222
10654;-22.8493645;-43.2898061
10655;-22.8481204;-43.2886839
10656;-22.8475034;-43.2880745
10657;-22.8461904;-43.2867956
10658;-22.8439246;-43.284668
10659;-22.8404487;-43.2813998
10660;-22.8399687;-43.2821478
10661;-22.8425532;-43.2848195
10662;-22.8432804;-43.2855328
10663;-22.8440038;-43.2862964
10664;-22.8447197;-43.287027
10665;-22.8454024;-43.2877408
10666;-22.8467077;-43.2890314
10667;-22.8473685;-43.289617
10668;-22.8486456;-43.2906944
10669;-22.8497726;-43.2917599
10670;-22.8481066;-43.2913513
10671;-22.8466277;-43.2918371
10672;-22.8480239;-43.290151
10673;-22.8487102;-43.2892594
10674;-22.8468758;-43.2901841
10675;-22.8485958;-43.2880721
10676;-22.8479582;-43.2874624
10677;-22.8462603;-43.2895783
10678;-22.845196;-43.2908854
10679;-22.8468505;-43.2874397
10680;-22.8473044;-43.2868675
10681;-22.8455893;-43.2889532
10682;-22.844648;-43.2901258
10683;-22.8466281;-43.2862452
10684;-22.8510564;-43.3134618
10685;-22.839952;-43.2804445
10686;-22.8407752;-43.2808919
10687;-22.8408394;-43.2807816
10688;-22.8459213;-43.2854663
10689;-22.8467587;-43.2844253
10690;-22.8466732;-43.2839569
10691;-22.8438638;-43.2801562
10692;-22.8418113;-43.2749184
10693;-22.8411404;-43.2765259
10694;-22.8428563;-43.2764792
10695;-22.8420864;-43.2766614
10696;-22.8431027;-43.2804554
10697;-22.8441301;-43.2838363
10698;-22.8427201;-43.2812223
10699;-22.8432644;-43.2809226
10700;-22.8440728;-43.2804365
10701;-22.8423572;-43.2808917
10702;-22.8430098;-43.2822071
10703;-22.8401623;-43.2798351
10704;-22.8434749;-43.2816311
10705;-22.8445171;-43.2810353
10706;-22.8460904;-43.2796647
10707;-22.8464797;-43.2822933
10708;-22.8463991;-43.281489
10709;-22.8458569;-43.2798917
10710;-22.8454162;-43.2802752
10711;-22.8447389;-43.2793747
10712;-22.8452225;-43.2789248
10713;-22.8449951;-43.2806217
10714;-22.8443438;-43.2797198
10715;-22.84611;-43.2811787
10716;-22.8463391;-43.2809578
10717;-22.8456536;-43.2815484
10718;-22.8451676;-43.2819339
10719;-22.8444034;-43.2796679
10720;-22.8463707;-43.2843441
10721;-22.8466275;-43.2845852
10722;-22.846105;-43.2842559
10723;-22.8455105;-43.28389
10724;-22.8447887;-43.2828727
10725;-22.8443172;-43.2819309
10726;-22.8439808;-43.2813361
10727;-22.8357447;-43.3260741
10728;-22.8364641;-43.3300218
10729;-22.8344503;-43.3284344
10730;-22.8344935;-43.3281447
10731;-22.8343591;-43.3290531
10732;-22.8341148;-43.3295911
10733;-22.8356474;-43.3300127
10734;-22.8359129;-43.3295956
10735;-22.8353527;-43.3305604
10736;-22.8352518;-43.3297493
10737;-22.8349281;-43.3302838
10738;-22.8376705;-43.3308565
10739;-22.8371144;-43.3317081
10740;-22.8382894;-43.3328126
10741;-22.8367595;-43.3314721
10742;-22.8363019;-43.3311818
10743;-22.832678;-43.3309171
10744;-22.8340331;-43.3295078
10745;-22.8340932;-43.3328515
10746;-22.8357789;-43.3322218
10747;-22.8359149;-43.3323156
10748;-22.836122;-43.3323526
10749;-22.8363233;-43.3333204
10750;-22.8355925;-43.3332082
10751;-22.8357552;-43.3348653
10752;-22.8348722;-43.3347924
10753;-22.8375429;-43.33514
10754;-22.8388901;-43.3353674
10755;-22.8380787;-43.335217
10756;-22.8381794;-43.3348176
10757;-22.837361;-43.3331916
10758;-22.8369873;-43.3326973
10759;-22.8374726;-43.3319776
10760;-22.8379322;-43.3324492
10761;-22.839212;-43.3344448
10762;-22.8377303;-43.3334696
10763;-22.8322339;-43.3392883
10764;-22.8322528;-43.342128
10765;-22.8226141;-43.326594
10766;-22.8224077;-43.3205245
10767;-22.8236162;-43.3242661
10768;-22.823472;-43.3203756
10769;-22.8226301;-43.3211839
10770;-22.8246549;-43.3200214
10771;-22.8238156;-43.3208651
10772;-22.8228229;-43.3218129
10773;-22.8254648;-43.3199019
10774;-22.8246706;-43.3208497
10775;-22.8241703;-43.3213238
10776;-22.8230132;-43.3224419
10777;-22.8233708;-43.324517
10778;-22.824363;-43.3235362
10779;-22.8261976;-43.3217848
10780;-22.8277104;-43.3199635
10781;-22.8278686;-43.3196752
10782;-22.8245363;-43.3217834
10783;-22.8232011;-43.3230387
10784;-22.824873;-43.3222018
10785;-22.825262;-43.3226848
10786;-22.8265275;-43.3203471
10787;-22.8253873;-43.3217102
10788;-22.8239871;-43.3230779
10789;-22.8233927;-43.3236556
10790;-22.8250468;-43.3212902
10791;-22.8260072;-43.3201999
10792;-22.8257931;-43.3213175
10793;-22.8279513;-43.3227138
10794;-22.8232404;-43.3187227
10795;-22.8229972;-43.3188035
10796;-22.8266307;-43.3164787
10797;-22.8232802;-43.3163211
10798;-22.8237215;-43.3169889
10799;-22.8208864;-43.3150497
10800;-22.8306462;-43.2906944
10801;-22.8307714;-43.2917001
10802;-22.8306219;-43.2923415
10803;-22.8308858;-43.2917628
10804;-22.8281699;-43.2939044
10805;-22.8256187;-43.2949912
10806;-22.8253862;-43.2950918
10807;-22.8203873;-43.298363
10808;-22.8197647;-43.2988425
10809;-22.8189369;-43.299487
10810;-22.8180292;-43.3001326
10811;-22.8178529;-43.2894008
10812;-22.8234298;-43.2959631
10813;-22.8174653;-43.2892424
10814;-22.8172415;-43.2895551
10815;-22.8159376;-43.2911955
10816;-22.8171796;-43.2893505
10817;-22.8176423;-43.2909574
10818;-22.8167933;-43.2919693
10819;-22.8147833;-43.2941043
10820;-22.8146262;-43.2943019
10821;-22.8147098;-43.2938343
10822;-22.8169941;-43.2957234
10823;-22.8199474;-43.2977771
10824;-22.8183082;-43.2954571
10825;-22.8155108;-43.2934351
10826;-22.8161331;-43.2939167
10827;-22.8157361;-43.2999945
10828;-22.8152923;-43.2980043
10829;-22.814558;-43.2953542
10830;-22.8163917;-43.2987575
10831;-22.8173122;-43.298137
10832;-22.8181899;-43.2975027
10833;-22.819026;-43.2982041
10834;-22.8181429;-43.298813
10835;-22.8172566;-43.29945
10836;-22.8155568;-43.2981545
10837;-22.8160692;-43.2993603
10838;-22.8168079;-43.297732
10839;-22.8161057;-43.2972251
10840;-22.8148634;-43.2964231
10841;-22.8166694;-43.2962877
10842;-22.817811;-43.2962945
10843;-22.8145729;-43.2948312
10844;-22.8162726;-43.298648
10845;-22.8227776;-43.2951751
10846;-22.8211598;-43.2945964
10847;-22.8224453;-43.2936983
10848;-22.8190131;-43.2964191
10849;-22.8207355;-43.2956516
10850;-22.8192945;-43.2968342
10851;-22.8196117;-43.2972877
10852;-22.8167621;-43.290132
10853;-22.8198603;-43.2948037
10854;-22.8196418;-43.2928414
10855;-22.8202815;-43.2942709
10856;-22.818615;-43.2918438
10857;-22.8177955;-43.2928692
10858;-22.8181178;-43.2914023
10859;-22.8172854;-43.292412
10860;-22.8166101;-43.2933077
10861;-22.8171804;-43.2905368
10862;-22.8163545;-43.2915659
10863;-22.8171054;-43.2897266
10864;-22.8189884;-43.2906605
10865;-22.8188577;-43.2914522
10866;-22.8192496;-43.2891673
10867;-22.8251171;-43.2942317
10868;-22.8250148;-43.2936505
10869;-22.8248443;-43.2926932
10870;-22.8244782;-43.2919834
10871;-22.8223688;-43.2907189
10872;-22.8221044;-43.2904337
10873;-22.8244335;-43.2914758
10874;-22.8253346;-43.2940467
10875;-22.8209885;-43.2872285
10876;-22.819698;-43.2860933
10877;-22.8195948;-43.2859974
10878;-22.8230152;-43.2954553
10879;-22.8226659;-43.2950418
10880;-22.8224632;-43.2942747
10881;-22.8223793;-43.2934581
10882;-22.8223136;-43.2914087
10883;-22.822238;-43.2923802
10884;-22.8206696;-43.2912102
10885;-22.821791;-43.2906122
10886;-22.8215838;-43.2925412
10887;-22.821711;-43.2906571
10888;-22.8209398;-43.2910802
10889;-22.8204679;-43.2901974
10890;-22.8191169;-43.2899521
10891;-22.8179563;-43.2897324
10892;-22.8182504;-43.2890256
10893;-22.8178515;-43.2892144
10894;-22.8261908;-43.2862887
10895;-22.8266548;-43.2866277
10896;-22.8270099;-43.286096
10897;-22.8264911;-43.2857508
10898;-22.9779718;-43.2265407
10899;-22.9759002;-43.2284054
10900;-22.8249039;-43.2865583
10901;-22.8233742;-43.2869107
10902;-22.8217242;-43.2871797
10903;-22.8240553;-43.2836416
10904;-22.8259618;-43.2828777
10905;-22.8244281;-43.2819185
10906;-22.8257249;-43.2817355
10907;-22.8257741;-43.281536
10908;-22.8261517;-43.2838905
10909;-22.8302875;-43.2851097
10910;-22.8299674;-43.2848709
10911;-22.8308351;-43.2858796
10912;-22.8304789;-43.286577
10913;-22.8300366;-43.2875222
10914;-22.829651;-43.2882853
10915;-22.8282728;-43.2857908
10916;-22.8253421;-43.291233
10917;-22.8256418;-43.2900984
10918;-22.8261706;-43.28869
10919;-22.827014;-43.2884481
10920;-22.8298914;-43.2883852
10921;-22.8304371;-43.2887641
10922;-22.8308314;-43.2895178
10923;-22.8315909;-43.2903707
10924;-22.8258118;-43.2900652
10925;-22.8257537;-43.2907569
10926;-22.8253995;-43.2913866
10927;-22.8248303;-43.2920176
10928;-22.8216795;-43.286971
10929;-22.8218476;-43.2864909
10930;-22.8222363;-43.284375
10931;-22.8214162;-43.2880734
10932;-22.8233718;-43.2892368
10933;-22.8231381;-43.2900958
10934;-22.8239607;-43.289186
10935;-22.8226613;-43.2888344
10936;-22.8232674;-43.2881534
10937;-22.8247104;-43.2889237
10938;-22.8250083;-43.290199
10939;-22.8225058;-43.2901588
10940;-22.8224347;-43.290238
10941;-22.8226153;-43.2892947
10942;-22.8243299;-43.2883577
10943;-22.8251715;-43.2872728
10944;-22.8252118;-43.2908239
10945;-22.8230231;-43.2907274
10946;-22.8267771;-43.2871909
10947;-22.8249905;-43.2893232
10948;-22.8255527;-43.2880166
10949;-22.8256708;-43.2878615
10950;-22.8281005;-43.2872736
10951;-22.8283132;-43.2865708
10952;-22.8280038;-43.285059
10953;-22.8275361;-43.2845061
10954;-22.8281838;-43.288178
10955;-22.8280172;-43.2833199
10956;-22.8263902;-43.2851779
10957;-22.8277211;-43.2842081
10958;-22.8248824;-43.2858214
10959;-22.8251262;-43.2850571
10960;-22.8248732;-43.284895
10961;-22.8237385;-43.2851214
10962;-22.8270535;-43.283633
10963;-22.82063;-43.2863622
10964;-22.8242312;-43.2828782
10965;-22.822784;-43.2821809
10966;-22.8226793;-43.2820826
10967;-22.8218794;-43.2813317
10968;-22.8265139;-43.2946086
10969;-22.8270435;-43.2885729
10970;-22.8299334;-43.2885502
10971;-22.8307344;-43.2897142
10972;-22.8309404;-43.2898599
10973;-22.8277413;-43.2899604
10974;-22.8272555;-43.2896304
10975;-22.8263272;-43.2897753
10976;-22.8272165;-43.2893884
10977;-22.8291895;-43.2892292
10978;-22.8304032;-43.2906142
10979;-22.8300834;-43.2893407
10980;-22.8298364;-43.2879366
10981;-22.830457;-43.2877445
10982;-22.830842;-43.2880206
10983;-22.8319137;-43.2867163
10984;-22.832747;-43.2857231
10985;-22.8307371;-43.2860653
10986;-22.8321987;-43.2851804
10987;-22.8333381;-43.2863178
10988;-22.8312492;-43.2863213
10989;-22.8326304;-43.2871439
10990;-22.8326701;-43.2846201
10991;-22.8321421;-43.2877117
10992;-22.8291652;-43.2904203
10993;-22.8278956;-43.2907891
10994;-22.8304631;-43.2925393
10995;-22.8290935;-43.2934881
10996;-22.8283396;-43.2926658
10997;-22.8290564;-43.2921783
10998;-22.8289001;-43.2925403
10999;-22.8297048;-43.2931969
11000;-22.8262135;-43.2937033
11001;-22.8251851;-43.2930905
11002;-22.8259091;-43.2928041
11003;-22.8268162;-43.2924135
11004;-22.8318619;-43.279048
11005;-22.8307162;-43.2806804
11006;-22.8294742;-43.2824915
11007;-22.8285963;-43.2837805
11008;-22.832505;-43.2796701
11009;-22.8314044;-43.2812383
11010;-22.8301543;-43.2830138
11011;-22.8331351;-43.2802631
11012;-22.8320777;-43.2817608
11013;-22.8315661;-43.282543
11014;-22.8310504;-43.2833094
11015;-22.8293791;-43.2796181
11016;-22.8325503;-43.2821205
11017;-22.8331606;-43.2826202
11018;-22.8338108;-43.2809204
11019;-22.8331993;-43.2840407
11020;-22.8303453;-43.2827411
11021;-22.8320776;-43.2853277
11022;-22.8335587;-43.284717
11023;-22.8341831;-43.285335
11024;-22.8272667;-43.282723
11025;-22.8283126;-43.2811511
11026;-22.829514;-43.2794304
11027;-22.8288724;-43.2789461
11028;-22.8282457;-43.2784524
11029;-22.8280166;-43.2787986
11030;-22.8286346;-43.279291
11031;-22.8292472;-43.2798017
11032;-22.8299058;-43.2774312
11033;-22.827687;-43.2806464
11034;-22.8266129;-43.2822031
11035;-22.8850356;-43.407657
11036;-22.8776431;-43.4198195
11037;-22.8837086;-43.4077348
11038;-22.884015;-43.4077106
11039;-22.8842595;-43.4080525
11040;-22.8854;-43.4085341
11041;-22.8848027;-43.4090261
11042;-22.8861338;-43.4065399
11043;-22.8848342;-43.4071474
11044;-22.8857979;-43.4067987
11045;-22.8862208;-43.4075356
11046;-22.8868456;-43.4079319
11047;-22.8862912;-43.4081833
11048;-22.8854401;-43.408607
11049;-22.8860311;-43.4076373
11050;-22.88583;-43.4092194
11051;-22.8860267;-43.4095016
11052;-22.8871381;-43.4093037
11053;-22.8867056;-43.4090954
11054;-22.8861988;-43.4097779
11055;-22.8884492;-43.4086349
11056;-22.8882615;-43.4106058
11057;-22.8879168;-43.4107818
11058;-22.8875305;-43.4099337
11059;-22.886087;-43.4095922
11060;-22.8855961;-43.4098187
11061;-22.8855408;-43.411295
11062;-22.8853247;-43.4118439
11063;-22.8850742;-43.4123764
11064;-22.8857509;-43.410822
11065;-22.8843072;-43.4093448
11066;-22.8840224;-43.4098631
11067;-22.8838758;-43.4104297
11068;-22.8836258;-43.4109615
11069;-22.8833787;-43.41151
11070;-22.8864079;-43.4117304
11071;-22.8855043;-43.4126044
11072;-22.8843992;-43.4120438
11073;-22.8821901;-43.4108864
11074;-22.8839779;-43.412371
11075;-22.8824359;-43.4115623
11076;-22.8819813;-43.412497
11077;-22.883076;-43.4131046
11078;-22.8833713;-43.4128578
11079;-22.8821444;-43.4122127
11080;-22.8822877;-43.4118922
11081;-22.8836752;-43.4126191
11082;-22.8843891;-43.4126975
11083;-22.8839174;-43.4140192
11084;-22.8823404;-43.4132854
11085;-22.8810657;-43.4128956
11086;-22.8834532;-43.4144364
11087;-22.8821962;-43.4139387
11088;-22.8829191;-43.4148916
11089;-22.880773;-43.4133218
11090;-22.8824;-43.4153442
11091;-22.8814734;-43.4135713
11092;-22.8826596;-43.4151109
11093;-22.8796259;-43.415226
11094;-22.8809458;-43.4140341
11095;-22.8812189;-43.4137939
11096;-22.8821332;-43.4155786
11097;-22.88186;-43.4158183
11098;-22.880684;-43.4142677
11099;-22.8804025;-43.4145157
11100;-22.8816038;-43.4160423
11101;-22.8801546;-43.4147424
11102;-22.8813326;-43.4162843
11103;-22.8798845;-43.4149902
11104;-22.8810781;-43.4165092
11105;-22.8792939;-43.414789
11106;-22.8807999;-43.4167501
11107;-22.880192;-43.4159443
11108;-22.8780524;-43.4179484
11109;-22.8789936;-43.4184676
11110;-22.8783216;-43.4176712
11111;-22.8781708;-43.4174892
11112;-22.8785525;-43.4159812
11113;-22.8798795;-43.4176362
11114;-22.8792258;-43.4168115
11115;-22.8804405;-43.4201467
11116;-22.8795453;-43.4206398
11117;-22.8786341;-43.4210828
11118;-22.8782583;-43.4199511
11119;-22.8788552;-43.4186018
11120;-22.8801402;-43.4223595
11121;-22.8793808;-43.4223525
11122;-22.8782533;-43.422106
11123;-22.8796068;-43.4179104
11124;-22.8817005;-43.4209374
11125;-22.8802033;-43.4173331
11126;-22.8823062;-43.4203962
11127;-22.8803272;-43.4175808
11128;-22.8809965;-43.4172459
11129;-22.8820103;-43.4156889
11130;-22.8822859;-43.4162212
11131;-22.8828917;-43.4174404
11132;-22.8837436;-43.4191063
11133;-22.8825754;-43.4176293
11134;-22.8834633;-43.4193574
11135;-22.8835258;-43.417486
11136;-22.8842757;-43.4176549
11137;-22.8820205;-43.4206505
